FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	AXA4.2	AXA4.1	AA3.1	AA5.2	AA5.1	AA7.1	AA7.3	AA7.2	AA1.1	AA5.3	AA1.2	AXA2.1	AA1.3	AA4.1	AXA5.1	AXA2.3	AA2.1	AA4.2	AA3.3	AA6.1	AXA3.1	AA3.2	AXA4.3	AXA1.1	AA2.2	AXA1.2	AXA3.2	AXA5.2	AA6.3	AA4.3	AA2.3	AXA1.3	AXA3.3	AXA5.3	AXA6.1	AXA6.2	AXA6.3	AXA7.1	AXA7.2	AXA7.3
2700060000	56.52	290.611	271.847	193.133	514.336	325.125	275.203	405.974	274.654	511.209	462.222	252.315	344.602	473.436	524.633	223.819	494.602	585.741	548.479	267.103	305.440	591.111	539.068	347.735	461.111	421.376	617.316	351.487	264.126	375.862	282.816	269.518	516.376	709.752	451.705	317.168	389.770	237.064	348.263	311.569	247.427
2700100000	56.52	288.211	265.365	179.400	507.629	314.958	258.342	406.154	265.679	507.183	464.812	255.870	352.290	479.462	529.504	227.181	488.816	584.793	552.761	266.034	299.819	578.128	536.940	345.908	466.906	417.940	627.974	361.684	255.718	365.828	286.079	278.974	507.733	719.538	447.438	312.257	400.044	235.734	361.874	314.642	236.727
2700140000	56.52	291.326	270.941	188.917	512.328	313.000	269.304	399.624	277.692	513.930	462.043	267.620	351.581	481.316	529.009	227.414	489.184	579.638	551.727	267.812	307.379	577.496	533.026	346.000	468.470	420.547	629.325	360.402	261.408	375.750	282.842	277.430	523.238	719.120	446.625	326.319	395.301	230.284	358.884	321.734	241.418
2700180000	56.52	289.453	270.847	191.583	511.862	316.271	261.253	402.504	264.705	517.913	466.179	265.241	338.914	486.709	532.624	221.362	491.553	582.948	558.256	269.256	308.138	582.872	543.427	347.857	457.248	421.120	611.735	353.940	266.379	373.293	286.202	278.982	508.218	725.923	453.250	314.761	393.566	230.670	359.379	317.780	243.045
2730020000	56.76	302.295	293.012	198.117	504.052	326.229	267.861	408.137	276.513	525.209	472.718	266.796	351.215	487.248	541.419	220.819	506.417	599.784	561.342	271.932	304.250	567.205	541.615	355.663	469.752	421.915	627.402	365.239	277.786	371.095	285.965	288.623	523.604	728.137	462.875	316.221	395.186	227.541	365.674	329.477	254.873
2730060000	56.76	293.495	285.600	192.633	498.810	322.375	272.481	414.111	271.436	525.156	466.803	265.287	342.538	488.128	534.803	227.500	502.524	590.509	564.462	274.974	313.595	563.222	534.222	354.510	474.513	421.308	619.436	360.453	276.874	369.397	288.728	283.553	516.495	727.880	464.304	318.805	398.646	229.807	367.368	323.633	242.782
2730100000	56.76	298.032	279.988	189.333	498.948	322.083	267.924	404.487	270.282	521.383	467.838	253.907	346.903	486.197	545.786	220.543	509.359	597.802	560.897	274.803	302.250	559.932	536.769	360.224	472.701	420.769	632.496	365.265	267.806	374.224	288.904	282.605	515.713	722.966	472.054	320.593	392.354	230.532	365.726	314.697	239.509
2730140000	56.76	298.463	282.153	184.650	504.897	321.292	272.190	406.667	274.692	523.357	464.761	263.685	343.903	494.966	557.744	232.862	511.913	589.043	562.376	276.778	308.586	568.820	535.624	349.398	471.838	431.333	624.675	360.085	266.553	364.681	288.325	283.895	517.772	718.470	464.304	320.053	393.327	230.615	370.189	323.963	249.900
2730180000	56.76	294.800	283.682	194.567	505.595	321.208	270.380	405.863	273.269	517.026	465.564	264.991	342.312	489.530	537.667	227.836	498.049	588.914	558.462	273.000	309.121	574.214	540.624	352.429	482.043	417.256	622.735	365.915	267.049	370.233	286.904	275.325	512.653	725.282	468.741	321.133	390.735	229.284	364.400	323.578	248.436
2760020000	57.00	291.032	294.871	194.083	501.121	325.458	277.342	404.453	280.051	535.557	473.590	276.148	350.731	494.983	556.803	221.905	521.340	603.078	577.889	274.991	313.655	565.197	541.615	374.684	501.205	424.427	635.171	368.641	282.913	378.810	287.605	285.781	526.297	734.727	465.696	324.947	395.549	227.422	372.737	330.193	253.645
2760060000	57.00	303.368	298.294	198.767	498.422	322.208	268.848	401.120	278.705	531.339	466.427	266.130	348.839	497.462	552.684	219.526	508.078	606.767	584.573	278.350	307.112	562.111	540.701	358.724	495.744	426.111	630.273	372.068	272.456	374.612	294.465	283.833	527.208	723.872	465.625	319.469	403.398	234.450	377.053	331.550	241.745
2760100000	57.00	307.789	296.047	188.367	500.302	328.542	264.430	404.128	279.987	527.122	475.487	272.352	342.376	495.897	556.111	229.828	514.010	600.879	588.291	275.880	310.888	560.880	538.778	363.102	489.735	419.983	626.487	364.385	280.282	375.397	282.798	282.149	523.832	712.633	468.750	326.009	402.089	237.404	368.337	330.110	244.664
2760140000	57.00	292.242	299.659	199.067	515.112	337.042	272.430	408.863	268.769	529.922	464.077	267.093	347.484	498.991	552.838	220.129	516.204	606.871	586.641	275.863	309.353	562.915	542.521	359.316	489.308	420.197	635.880	362.795	274.903	368.991	284.500	282.404	514.911	718.624	461.045	315.310	408.496	232.679	374.084	336.165	236.582
2760180000	57.00	301.579	304.800	189.500	500.155	334.625	276.886	404.359	275.910	538.191	471.658	265.722	345.269	494.359	556.316	221.026	512.282	605.828	583.932	267.128	310.560	564.410	544.094	360.622	499.248	415.350	639.709	368.239	272.602	376.655	289.991	284.921	526.059	718.863	468.393	326.726	398.363	233.477	377.589	331.055	244.736
2790020000	57.24	293.589	314.729	197.117	492.853	336.958	271.291	406.179	284.026	547.470	486.333	268.787	353.796	504.778	565.812	227.026	530.990	614.681	603.735	279.966	316.862	560.966	551.094	359.102	498.615	434.650	634.308	373.299	292.369	380.784	287.526	289.035	533.436	733.402	483.286	321.195	388.602	235.037	380.053	342.725	240.400
2790060000	57.25	309.632	309.647	195.217	492.698	338.938	263.608	407.120	278.038	538.809	473.231	268.000	355.570	505.145	581.718	231.759	538.534	614.026	581.205	280.316	316.216	562.727	542.906	368.531	500.265	421.256	633.624	372.479	292.728	374.802	280.684	282.939	535.931	727.333	478.616	324.398	394.027	233.688	380.000	335.211	238.027
2790100000	57.25	305.147	302.141	195.017	495.190	341.938	261.063	409.932	274.692	539.461	475.273	273.028	347.183	506.231	560.239	222.060	532.078	607.224	584.538	277.137	302.621	565.820	536.273	372.735	488.094	424.171	630.735	362.470	281.981	380.759	287.921	285.360	529.000	728.538	477.223	319.982	393.788	231.954	384.347	341.697	242.718
2790140000	57.25	308.263	310.188	196.567	493.052	333.000	270.937	413.718	275.333	535.296	486.769	276.120	349.280	506.060	565.538	218.681	533.068	609.776	594.607	274.684	313.362	559.957	547.855	371.245	496.906	428.632	625.932	370.744	288.097	382.914	290.956	287.167	522.970	727.624	471.920	328.708	400.522	234.395	387.358	344.826	243.055
2790180000	57.25	304.463	315.965	193.483	497.483	319.333	264.456	409.752	286.321	532.913	472.282	270.880	346.452	513.231	572.692	222.319	521.262	610.845	594.872	276.940	318.216	557.897	536.248	368.041	489.803	427.368	632.419	366.855	288.427	379.121	289.930	284.281	531.911	727.043	478.330	320.575	401.274	230.330	378.011	333.725	245.955
2820020000	57.49	311.221	322.965	196.500	490.491	348.000	260.456	411.444	286.154	539.417	474.897	274.843	349.785	522.171	584.308	226.440	544.835	623.129	608.462	278.957	320.509	557.068	540.308	389.102	497.376	437.333	653.145	368.547	302.214	391.905	299.377	287.526	530.030	732.103	491.062	323.035	397.823	232.138	386.674	344.422	249.300
2820060000	57.49	303.821	326.388	201.217	489.362	348.146	266.152	400.615	278.474	535.417	482.291	277.194	349.161	514.744	585.239	219.716	539.068	615.974	600.111	277.350	319.362	559.564	542.291	380.020	488.812	428.778	637.128	373.761	300.612	391.095	292.228	284.096	534.347	725.769	482.455	322.841	410.115	237.358	389.442	352.440	245.400
2820100000	57.49	315.126	322.224	198.783	482.974	340.708	260.519	410.393	275.397	536.565	478.624	273.333	346.763	519.906	588.727	219.819	548.117	607.983	591.308	281.897	318.698	556.573	542.120	373.286	494.641	425.761	634.393	374.872	303.350	386.474	299.053	286.632	524.079	728.333	481.214	313.248	397.717	231.000	385.979	356.605	250.491
2820140000	57.49	304.011	327.741	194.300	490.388	340.979	263.000	405.265	279.782	547.217	484.538	270.046	341.763	528.427	581.427	219.871	543.835	617.379	612.675	279.504	318.810	552.718	535.197	370.204	503.068	431.034	632.385	377.547	297.553	386.707	294.316	284.053	537.663	721.991	486.107	320.823	403.115	233.018	392.937	350.248	243.718
2820180000	57.49	313.000	315.906	194.967	492.621	336.729	263.937	414.410	271.256	545.270	480.479	273.778	349.624	527.838	581.607	220.405	543.660	610.560	596.308	279.658	315.397	549.470	543.171	382.449	499.197	431.641	632.820	381.624	303.544	384.733	291.088	287.860	519.604	724.957	479.580	313.646	392.929	235.211	385.947	348.229	244.827
2850020000	57.73	314.368	339.176	203.433	484.474	354.354	266.975	410.051	280.846	552.087	486.419	276.648	338.774	537.111	597.094	222.845	550.544	631.845	624.128	283.282	321.845	563.530	539.744	379.367	497.778	433.239	644.607	384.949	318.136	394.698	298.114	292.386	536.356	727.188	491.911	320.584	395.929	241.037	397.558	361.440	247.100
2850060000	57.74	313.389	343.471	200.367	486.293	332.375	267.646	404.188	275.487	545.739	469.564	280.306	338.935	523.188	588.504	224.560	541.883	619.716	605.180	281.043	319.922	552.393	540.718	388.265	489.077	436.513	637.137	383.444	308.709	393.155	293.605	281.877	526.406	731.615	483.473	323.451	392.124	231.018	392.495	359.303	246.709
2850100000	57.74	309.442	342.247	206.450	488.129	331.354	269.924	412.325	284.974	547.009	485.299	277.759	334.946	528.291	599.128	228.000	545.243	631.078	616.145	282.068	318.629	553.427	546.068	383.990	493.368	430.727	634.607	389.786	316.243	389.009	294.816	290.991	538.881	736.590	479.223	319.080	396.584	236.954	390.621	358.541	248.700
2850140000	57.74	320.158	349.729	196.617	483.147	339.667	260.696	410.846	285.372	553.357	476.034	288.481	347.473	529.590	600.598	233.810	548.408	624.629	610.812	278.376	326.526	545.932	537.641	383.449	493.803	430.282	640.863	381.342	312.456	396.647	287.781	283.675	533.970	728.923	487.214	316.867	395.345	236.257	395.968	355.431	247.627
2850180000	57.74	323.442	335.471	201.467	483.302	324.375	261.038	407.838	284.385	547.009	483.128	281.796	342.860	530.222	588.265	229.922	548.796	621.310	614.342	276.863	319.509	559.359	542.000	383.714	493.231	426.701	637.564	385.419	312.505	396.422	290.412	289.904	535.951	736.880	491.571	327.956	393.177	232.376	399.126	356.642	247.300
2880020000	57.98	319.758	357.694	202.550	475.534	353.208	260.886	410.068	282.205	558.609	488.479	293.852	341.387	540.128	607.376	228.319	568.709	634.500	632.855	282.590	317.853	560.846	541.812	396.776	492.752	437.923	650.855	384.350	329.350	406.483	303.684	286.553	538.198	744.538	491.000	317.407	397.009	236.872	400.232	370.633	245.664
2880060000	57.98	322.158	354.635	203.050	475.612	346.083	270.709	404.299	283.090	554.435	485.427	290.343	329.409	544.291	601.222	223.181	557.408	631.431	617.573	278.111	325.431	553.820	539.299	394.276	491.573	429.632	636.085	375.846	328.631	391.784	301.070	295.763	539.347	736.769	488.688	322.106	401.770	238.651	401.126	356.495	237.082
2880100000	57.98	318.158	351.671	209.533	473.224	352.583	273.481	404.692	270.218	554.435	483.231	281.861	342.677	535.436	606.607	221.233	555.767	622.483	623.385	281.444	317.862	554.205	544.085	389.388	498.436	423.581	634.103	376.239	326.942	399.560	294.886	281.211	540.545	726.855	485.000	327.681	400.142	231.569	400.084	364.844	248.009
2880140000	57.98	332.463	347.447	198.050	478.448	341.083	264.582	405.786	284.667	558.261	492.479	277.620	342.258	534.812	607.795	221.716	555.175	621.276	620.744	272.496	322.595	548.590	540.744	386.102	500.513	432.444	643.949	381.538	333.990	395.233	299.807	291.500	531.852	730.538	489.018	318.053	401.416	234.523	401.032	362.119	244.618
2880180000	57.98	326.968	355.624	201.450	474.207	345.062	259.722	410.402	272.308	543.678	485.111	280.343	336.817	532.701	604.120	222.862	558.485	631.448	632.060	274.650	320.319	539.581	542.487	395.500	491.316	432.496	640.444	386.880	321.029	393.190	298.772	290.632	526.139	728.957	499.902	321.619	393.602	232.532	395.811	361.917	247.918
2910020000	58.22	329.032	367.541	202.450	470.207	338.833	271.899	416.650	279.872	568.991	492.607	292.500	338.065	543.197	615.803	229.621	575.660	633.112	634.402	285.598	326.733	550.222	536.162	403.102	503.855	445.915	646.316	387.094	352.485	405.483	306.886	292.526	537.089	729.291	491.589	323.159	396.673	241.624	406.968	380.101	245.200
2910060000	58.22	324.526	359.447	205.767	470.716	355.708	264.241	405.974	280.218	550.887	484.872	280.796	324.065	544.949	613.308	227.043	567.689	633.267	626.538	267.786	326.000	548.641	540.923	402.173	497.436	428.667	637.855	389.752	346.718	401.155	293.123	291.254	541.426	727.675	490.205	331.973	397.584	230.706	400.200	370.330	252.564
2910100000	58.22	329.916	354.435	205.083	474.414	345.146	265.544	408.906	284.244	555.896	482.273	286.880	338.140	541.658	616.376	223.353	563.893	629.466	632.103	287.325	324.414	537.068	537.838	396.490	503.983	438.060	635.923	386.829	340.631	406.138	305.132	289.482	539.129	711.761	497.991	331.929	405.708	236.202	405.989	364.046	244.282
2910140000	58.22	330.926	350.694	199.950	470.276	341.375	270.658	413.419	268.962	551.243	489.103	282.269	335.495	543.667	615.538	232.250	563.748	632.310	622.154	289.017	329.414	543.367	528.803	395.112	497.795	436.761	638.470	381.120	348.252	396.879	291.939	292.158	533.109	726.889	493.009	332.717	398.876	236.486	394.958	371.725	244.291
2910180000	58.22	326.284	351.471	200.950	473.129	344.729	263.722	408.855	269.897	550.052	492.017	282.519	338.806	546.026	612.530	222.853	564.709	635.810	634.419	281.179	316.922	548.068	541.513	399.888	498.949	437.376	641.000	382.291	342.767	397.836	295.789	291.921	541.980	720.709	489.071	320.823	393.655	231.046	401.358	370.734	245.300
2940020000	58.46	335.758	357.776	205.483	462.138	346.979	269.316	413.291	270.936	563.904	489.752	286.963	327.527	561.273	618.299	227.474	579.544	647.664	643.863	285.624	328.578	537.496	543.667	404.327	507.043	520.060	653.291	392.573	362.330	406.043	301.965	292.088	549.238	736.812	494.304	328.381	393.575	236.817	407.505	375.734	254.345
2940060000	58.46	338.242	359.318	199.250	468.448	347.979	266.342	418.436	269.244	555.226	489.983	293.806	339.161	561.026	620.684	220.233	580.660	645.698	639.829	288.624	329.707	545.769	540.350	395.520	504.205	523.282	640.180	390.222	363.078	412.276	307.754	291.307	539.069	728.513	487.348	326.062	399.265	236.092	413.716	368.817	241.145
2940100000	58.46	335.232	359.765	195.983	466.181	345.438	262.975	399.179	270.231	551.852	483.453	292.074	324.677	554.556	623.393	230.983	579.932	645.629	642.026	277.385	329.302	529.402	550.103	403.806	501.872	523.538	655.009	384.821	370.854	414.138	306.596	294.526	540.762	725.923	499.098	318.531	394.469	234.688	399.000	373.982	254.418
2940140000	58.46	344.232	363.259	199.817	472.422	351.729	269.899	415.812	275.359	561.122	494.675	284.556	339.849	555.880	616.607	231.302	568.602	642.750	644.282	290.641	328.233	534.598	540.564	401.755	510.017	523.786	643.658	383.188	360.583	404.138	300.342	298.895	535.495	734.248	490.170	335.735	404.177	239.395	411.747	377.872	252.909
2940180000	58.46	338.000	364.094	201.017	465.845	347.583	276.810	412.359	277.487	560.730	483.923	293.028	340.892	551.846	619.641	221.957	567.214	634.034	639.085	284.402	330.172	541.496	549.744	398.704	506.581	521.607	637.051	384.282	358.524	411.621	305.009	294.982	548.287	729.479	501.152	325.009	397.628	236.385	400.253	374.569	244.773
2970020000	58.70	349.937	368.294	203.850	451.629	342.125	274.354	419.821	274.000	567.652	502.308	290.583	333.656	578.598	628.504	223.586	589.631	640.224	645.017	283.179	332.112	539.778	545.897	415.378	514.573	444.496	654.419	391.222	376.408	413.733	302.667	307.263	545.980	727.308	498.589	330.628	395.204	235.560	414.389	379.092	247.345
2970060000	58.70	335.716	367.329	206.517	460.241	352.458	274.051	417.077	275.282	566.183	491.957	293.722	329.914	576.564	628.872	224.759	579.903	642.198	637.923	286.564	329.612	529.000	545.273	408.592	502.120	445.060	634.504	391.368	390.301	416.879	297.842	310.553	537.238	722.581	495.955	326.372	395.336	238.037	407.011	382.156	246.645
2970100000	58.70	340.684	364.976	203.033	447.853	363.000	271.253	418.444	266.410	558.339	480.658	301.074	328.452	574.521	628.000	228.259	581.359	641.483	642.085	284.350	325.078	542.556	541.932	406.357	503.607	452.154	645.248	393.957	376.068	405.716	307.044	302.632	546.574	729.009	495.920	327.186	397.522	233.505	406.516	375.560	248.245
2970140000	58.70	351.021	363.694	206.767	458.750	355.104	277.646	414.103	263.910	558.687	492.752	289.648	328.957	572.940	631.667	224.871	584.612	638.207	643.060	292.085	334.733	536.103	539.752	410.459	509.051	445.812	641.863	381.863	382.058	410.940	306.798	305.456	550.485	722.513	495.134	327.690	397.593	241.440	406.453	375.450	252.355
2970180000	58.70	345.516	372.282	197.250	458.353	347.771	281.177	414.872	275.692	556.600	495.410	299.120	332.968	570.051	632.556	224.319	587.883	642.198	638.709	291.060	342.414	535.462	536.068	414.224	503.504	439.000	653.538	387.632	374.796	415.948	302.947	307.167	536.406	721.171	493.652	332.796	404.885	239.358	403.126	371.982	254.836
3000020000	58.95	352.516	372.812	203.783	458.310	349.896	283.759	416.333	292.872	576.974	501.556	306.380	314.860	577.692	642.188	227.353	591.252	662.086	651.667	288.513	340.931	545.667	547.667	423.224	494.350	445.846	646.889	391.273	394.680	411.155	309.711	314.842	548.842	732.342	495.339	338.080	405.177	237.229	410.158	381.514	246.427
3000060000	58.95	353.674	370.800	209.283	456.707	357.188	275.456	417.487	292.449	551.939	494.709	302.213	303.118	585.393	637.171	225.905	586.311	652.129	646.504	282.282	336.440	523.709	549.906	411.888	502.453	447.812	645.829	382.009	386.039	404.612	303.754	315.061	537.347	715.872	491.982	329.451	396.230	238.156	414.968	366.422	250.618
3000100000	58.95	345.505	373.341	204.167	441.164	353.812	285.430	419.974	291.474	561.435	492.111	297.435	305.978	576.624	644.171	228.078	581.068	643.302	650.786	287.803	352.241	533.513	542.880	413.296	495.983	443.077	650.299	398.504	394.408	420.129	312.482	308.596	542.663	717.607	497.875	330.053	393.372	236.450	402.368	377.248	245.218
3000140000	58.95	351.589	377.353	201.583	448.431	366.833	282.620	415.154	292.718	559.017	483.598	297.398	304.409	585.718	635.291	221.000	583.777	654.129	648.718	287.077	347.302	526.094	537.607	423.796	502.085	453.983	653.239	389.222	397.990	410.647	309.728	311.728	544.901	709.940	496.330	327.726	398.540	237.963	408.968	375.330	249.582
3000180000	58.95	349.611	367.247	207.650	442.086	354.354	270.114	415.205	298.410	563.591	494.821	295.759	307.624	585.444	637.419	222.207	592.214	642.612	646.675	288.248	339.345	529.940	543.991	411.255	498.692	445.632	643.000	391.658	385.922	404.448	307.123	313.360	551.743	729.940	493.902	325.212	394.301	238.486	412.295	382.220	251.118
3030020000	59.18	361.074	384.718	201.750	439.293	363.792	283.722	414.222	289.192	557.739	491.316	310.120	296.065	587.120	646.410	223.362	595.456	663.009	653.000	291.547	353.431	535.778	544.820	430.735	508.444	444.068	653.231	398.846	417.602	415.371	306.886	314.623	554.228	728.333	492.821	317.832	405.363	231.294	408.947	385.376	246.373
3030060000	59.18	360.126	370.518	197.400	448.060	362.271	276.557	418.410	296.333	562.252	494.564	300.861	294.140	581.299	638.718	223.302	590.913	650.569	647.427	291.444	349.603	523.180	541.735	430.724	504.299	441.598	651.633	387.000	410.971	417.328	309.123	314.605	541.594	720.786	491.857	316.593	401.487	242.486	414.432	381.679	248.955
3030100000	59.18	360.063	376.082	206.017	436.914	365.604	272.544	425.299	293.538	563.896	499.821	305.722	291.129	586.222	634.222	222.560	579.777	658.060	655.538	296.111	346.534	538.060	538.171	432.265	505.308	448.923	657.983	395.915	411.680	417.181	314.781	321.088	545.693	724.769	495.071	319.310	399.133	239.670	406.726	380.963	244.336
3030140000	59.18	359.400	381.741	202.167	434.509	361.458	272.937	410.641	290.500	556.296	491.624	299.167	297.376	588.197	637.923	219.422	587.252	656.517	648.889	284.085	349.776	524.846	539.581	425.602	506.530	452.162	654.034	402.436	406.049	408.991	303.132	322.175	543.822	717.034	495.089	315.345	389.451	238.817	411.305	383.486	242.909
3030180000	59.18	363.674	378.541	201.000	451.086	360.917	273.127	417.590	293.756	561.974	491.863	309.176	289.677	587.154	640.513	224.336	590.922	656.112	650.718	287.650	340.353	536.043	548.538	421.898	505.222	449.829	649.385	388.299	409.058	413.138	309.588	314.632	535.990	718.197	489.580	317.478	407.611	237.431	409.347	381.385	249.682
3060020000	59.41	368.484	380.624	199.917	443.569	358.542	272.367	421.444	300.821	563.974	491.846	311.991	308.194	599.940	637.615	227.776	592.573	651.414	652.966	291.171	357.724	527.991	546.282	447.204	513.367	450.154	651.291	393.368	423.340	414.681	308.816	324.491	544.980	722.051	491.589	325.770	409.832	238.083	416.084	387.908	250.755
3060060000	59.41	374.768	381.729	207.833	437.293	362.833	276.114	420.000	299.333	562.270	489.376	312.083	323.280	597.957	644.291	229.966	583.485	661.629	648.966	286.496	360.276	523.624	541.325	445.235	520.359	450.350	656.863	392.197	418.883	421.060	311.596	319.868	538.188	722.479	497.839	330.646	402.230	235.000	411.221	381.312	240.955
3060100000	59.41	374.558	382.176	208.217	438.181	361.729	276.342	421.641	293.321	571.635	490.718	306.954	312.441	600.564	641.171	231.621	586.058	653.733	650.641	290.419	348.966	528.633	535.641	428.571	518.615	440.120	657.205	396.162	419.155	413.155	309.798	324.904	540.307	724.897	489.536	311.115	399.274	238.936	407.232	385.899	251.227
3060140000	59.41	372.789	374.471	200.633	426.664	344.062	270.924	424.897	295.295	564.887	498.393	306.574	320.000	609.385	643.444	227.345	596.272	654.431	651.265	298.949	349.991	519.855	544.265	444.663	520.607	444.479	650.385	392.205	424.311	419.328	305.711	330.746	540.673	714.923	493.304	321.938	401.708	240.725	398.295	380.422	245.636
3060180000	59.41	375.221	386.882	206.583	430.784	350.958	271.962	417.376	296.910	562.626	498.103	311.630	316.075	602.410	646.180	230.707	583.573	646.586	649.547	284.718	355.345	521.145	542.778	436.367	518.359	453.667	652.581	394.214	426.437	408.810	308.526	325.605	532.079	721.180	499.518	312.089	398.204	243.119	410.758	388.028	251.709
3090020000	59.65	387.400	390.153	212.117	429.026	357.688	283.873	429.444	306.500	563.861	510.829	319.500	323.484	608.145	649.880	234.543	600.563	660.112	664.470	296.521	359.750	528.017	543.444	444.173	522.650	454.521	661.769	402.009	427.631	407.155	315.474	341.851	558.267	718.556	492.607	310.504	420.850	238.138	404.621	398.670	254.273
3090060000	59.65	380.400	379.200	206.083	428.190	357.792	279.696	427.658	289.846	556.565	493.077	308.111	315.925	597.350	644.667	226.517	580.175	658.595	647.077	297.342	362.914	523.273	536.521	437.551	523.820	456.291	649.940	395.145	432.544	419.621	310.158	340.465	550.772	713.154	490.661	309.832	390.646	235.679	413.274	374.064	244.545
3090100000	59.65	377.621	385.965	207.067	428.060	366.667	281.316	427.778	305.103	550.287	497.094	311.907	310.763	607.436	641.897	231.233	584.466	656.414	645.624	292.308	362.086	513.658	539.991	438.245	520.496	451.179	667.444	398.368	420.252	409.603	314.719	338.053	543.040	707.273	486.920	315.832	404.761	235.596	408.411	382.257	252.091
3090140000	59.65	384.716	385.082	223.517	431.828	362.250	278.241	427.171	302.269	558.870	494.709	313.630	307.355	618.350	644.769	228.224	588.262	655.914	652.675	287.658	367.371	523.350	544.385	441.663	527.436	454.957	649.521	396.197	423.184	422.216	312.632	335.596	548.861	706.974	491.929	310.027	409.071	235.771	420.474	384.156	252.618
3090180000	59.65	387.284	386.129	219.000	425.957	368.979	276.987	424.068	299.974	562.148	490.504	314.407	316.075	606.863	652.043	227.914	589.146	656.750	653.410	289.239	369.509	519.120	540.342	445.888	518.282	454.752	656.692	397.333	434.000	414.379	309.667	339.211	546.545	722.342	496.795	317.841	403.451	237.248	411.053	390.587	252.136
3120020000	59.89	399.737	387.047	218.783	424.112	371.312	290.354	425.624	303.372	557.348	500.188	313.278	315.581	612.350	652.026	230.224	594.864	661.164	658.376	303.906	370.810	519.299	537.615	444.276	530.205	461.427	661.915	390.991	441.612	423.000	315.596	350.754	552.871	704.214	490.598	307.416	398.876	241.101	416.947	397.028	254.591
3120060000	59.89	393.642	384.941	211.700	416.138	360.333	276.671	421.991	297.077	565.165	495.573	315.194	305.925	607.316	638.248	233.336	591.398	656.431	658.410	296.299	373.569	515.205	546.855	439.449	519.222	457.479	659.581	388.863	438.350	421.612	317.798	348.386	546.554	705.650	487.304	306.177	406.903	235.917	410.947	393.927	246.664
3120100000	59.89	401.589	382.941	203.617	422.009	368.333	284.658	427.162	309.628	570.487	497.419	316.074	313.226	609.009	645.735	228.750	590.563	661.681	644.496	299.607	375.914	521.000	541.863	446.857	515.367	457.940	664.991	394.368	446.000	416.905	324.140	346.079	549.089	715.778	483.438	305.407	402.062	229.119	411.453	386.661	249.564
3120140000	59.89	403.021	388.012	211.100	422.336	364.875	285.595	427.880	301.372	553.322	496.453	321.056	319.624	608.299	656.060	226.293	593.291	651.319	651.273	293.573	374.552	512.487	532.197	443.388	519.880	455.675	664.402	382.761	439.058	416.862	317.693	352.684	543.594	703.402	496.268	308.416	408.841	238.183	404.705	391.752	252.845
3120180000	59.89	398.084	377.659	213.267	425.776	365.958	282.759	429.009	306.769	555.730	501.248	320.324	306.946	613.273	647.778	239.448	582.447	662.379	645.214	293.769	371.164	516.795	541.103	443.980	521.530	457.068	667.615	400.111	438.621	418.284	316.360	349.675	539.980	697.273	483.170	306.274	405.699	232.761	411.379	397.495	260.282
3150020000	60.13	414.147	387.235	207.583	422.379	360.312	284.481	429.974	307.013	558.783	500.462	333.824	316.559	610.940	651.624	233.853	595.951	671.698	655.444	297.299	373.845	517.769	539.863	444.051	525.547	469.342	662.145	390.368	449.447	413.793	324.053	371.798	551.990	701.316	487.321	316.637	399.221	235.706	419.389	399.771	253.309
3150060000	60.13	403.779	376.094	203.433	415.931	375.917	277.266	429.316	304.756	553.939	495.521	336.398	310.785	597.427	654.376	233.948	590.495	661.828	661.966	299.632	383.241	515.009	541.744	442.112	515.675	461.111	668.068	391.308	449.097	419.707	322.904	350.474	559.079	705.727	492.527	314.336	399.575	240.101	414.811	395.899	248.673
3150100000	60.13	416.589	379.329	212.000	423.966	367.438	281.253	426.855	311.782	553.974	499.350	325.630	319.183	612.188	654.915	229.897	586.282	667.190	658.197	296.735	374.569	517.744	535.667	435.367	519.735	462.273	660.308	388.923	443.660	424.853	318.526	361.246	553.921	708.291	486.188	309.788	407.867	240.266	413.705	392.560	247.809
3150140000	60.13	414.568	376.918	213.367	413.034	363.125	275.835	442.179	306.474	549.661	497.265	324.944	300.065	610.180	654.214	237.612	577.738	665.250	653.538	297.906	377.776	515.727	541.786	449.918	518.684	460.453	665.282	389.068	442.922	416.388	320.807	362.921	552.416	703.393	481.250	318.735	412.752	241.541	412.084	394.275	252.273
3150180000	60.13	419.505	381.847	216.433	406.448	371.042	289.076	427.077	318.218	561.122	496.701	323.148	307.742	616.573	656.607	240.026	586.282	668.897	648.641	300.727	378.086	506.957	543.923	444.408	517.180	466.128	676.248	383.085	450.087	410.621	317.386	361.693	548.584	707.419	487.348	311.796	401.354	249.156	406.368	392.330	250.745
3180020000	60.36	433.568	388.718	213.850	412.836	371.958	287.759	442.197	310.205	545.548	501.145	328.213	300.634	605.419	655.957	234.698	589.301	660.267	647.367	297.744	386.922	517.889	544.761	443.429	528.940	475.701	672.556	391.692	455.835	419.526	327.711	383.544	554.990	699.487	487.777	321.920	406.664	242.468	409.905	399.587	257.391
3180060000	60.36	425.800	381.859	217.133	414.034	366.000	283.785	443.624	319.359	557.383	500.282	330.722	289.226	614.564	652.846	231.543	597.068	667.422	649.786	296.077	389.707	513.915	537.513	450.357	525.957	467.744	663.727	389.017	447.757	416.802	318.053	380.623	567.663	705.026	480.384	317.619	412.080	244.220	411.737	401.605	255.209
